OBJECTID,FID_Wuhan,name,FID_t20130101start,T_TargetID,T_UTCTime,t1,t2,OD,T_Longitud,T_Latitude
4027,14,武昌区,1046,MMC8000GPSANDASYN051113-16893-00000000,1357015530,262144,0,1047,114.314776,30.529441
3087,12,洪山区,1047,MMC8000GPSANDASYN051113-16893-00000000,1357018120,0,262144,1048,114.429056,30.51457
2112,12,洪山区,1047,MMC8000GPSANDASYN051113-16893-00000000,1357018300,262144,0,1048,114.425341,30.508286
2524,12,洪山区,1048,MMC8000GPSANDASYN051113-16893-00000000,1357018650,0,262144,1049,114.398291,30.509165
1476,12,洪山区,1048,MMC8000GPSANDASYN051113-16893-00000000,1357019010,262144,0,1049,114.387868,30.500633
3510,14,武昌区,1049,MMC8000GPSANDASYN051113-16893-00000000,1357028000,0,262144,1050,114.323453,30.520543
2802,12,洪山区,1049,MMC8000GPSANDASYN051113-16893-00000000,1357028460,262144,0,1050,114.308526,30.513546
1268,12,洪山区,1050,MMC8000GPSANDASYN051113-16893-00000000,1357029500,0,262144,1051,114.321621,30.489436
1025,12,洪山区,1050,MMC8000GPSANDASYN051113-16893-00000000,1357029610,262144,0,1051,114.321536,30.489345
2635,12,洪山区,1051,MMC8000GPSANDASYN051113-16893-00000000,1357032930,0,262144,1052,114.335148,30.509761
2341,12,洪山区,1051,MMC8000GPSANDASYN051113-16893-00000000,1357033170,262144,0,1052,114.335425,30.509643
2395,12,洪山区,1052,MMC8000GPSANDASYN051113-16893-00000000,1357034900,0,262144,1053,114.423578,30.508401
2139,12,洪山区,1052,MMC8000GPSANDASYN051113-16893-00000000,1357034940,262144,0,1053,114.423146,30.508451
175,15,江夏区,1053,MMC8000GPSANDASYN051113-16893-00000000,1357037060,0,262144,1054,114.43822,30.436961
174,15,江夏区,1053,MMC8000GPSANDASYN051113-16893-00000000,1357037330,262144,0,1054,114.43762,30.442895
7243,14,武昌区,1054,MMC8000GPSANDASYN051113-16893-00000000,1357041110,0,262144,1055,114.351823,30.55916
7216,14,武昌区,1054,MMC8000GPSANDASYN051113-16893-00000000,1357041310,262144,0,1055,114.353361,30.559335
6959,14,武昌区,1055,MMC8000GPSANDASYN051113-16893-00000000,1357041600,0,262144,1056,114.341595,30.555496
6863,14,武昌区,1055,MMC8000GPSANDASYN051113-16893-00000000,1357041610,262144,0,1056,114.341595,30.555496
4094,14,武昌区,1056,MMC8000GPSANDASYN051113-16893-00000000,1357043200,0,262144,1057,114.301918,30.527753
3839,14,武昌区,1056,MMC8000GPSANDASYN051113-16893-00000000,1357043250,262144,0,1057,114.301918,30.527753
5892,14,武昌区,1057,MMC8000GPSANDASYN051113-16893-00000000,1357043900,0,262144,1058,114.308123,30.54637
5732,14,武昌区,1057,MMC8000GPSANDASYN051113-16893-00000000,1357043990,262144,0,1058,114.308123,30.54637
823,12,洪山区,1058,MMC8000GPSANDASYN051113-16893-00000000,1357044710,0,262144,1059,114.264166,30.47654
2257,12,洪山区,1058,MMC8000GPSANDASYN051113-16893-00000000,1357045920,262144,0,1059,114.291616,30.509146
4265,14,武昌区,1059,MMC8000GPSANDASYN051113-16893-00000000,1357046480,0,262144,1060,114.312335,30.529435
4173,14,武昌区,1059,MMC8000GPSANDASYN051113-16893-00000000,1357046590,262144,0,1060,114.314093,30.53074
4754,14,武昌区,1060,MMC8000GPSANDASYN051113-16893-00000000,1357046840,0,262144,1061,114.324408,30.532905
4445,14,武昌区,1060,MMC8000GPSANDASYN051113-16893-00000000,1357046870,262144,0,1061,114.324408,30.532905
7638,14,武昌区,1061,MMC8000GPSANDASYN051113-16893-00000000,1357047510,0,262144,1062,114.335498,30.563618
7422,14,武昌区,1061,MMC8000GPSANDASYN051113-16893-00000000,1357047770,262144,0,1062,114.330015,30.561261
1401,12,洪山区,1062,MMC8000GPSANDASYN051113-16893-00000000,1357049170,0,262144,1063,114.33406,30.493566
2346,12,洪山区,1062,MMC8000GPSANDASYN051113-16893-00000000,1357050160,262144,0,1063,114.335503,30.509666
816,12,洪山区,1063,MMC8000GPSANDASYN051113-16893-00000000,1357051700,0,262144,1064,114.402461,30.476223
590,12,洪山区,1063,MMC8000GPSANDASYN051113-16893-00000000,1357051710,262144,0,1064,114.402461,30.476223
1041,12,洪山区,1064,MMC8000GPSANDASYN051113-16893-00000000,1357052060,0,262144,1065,114.379078,30.481616
808,12,洪山区,1064,MMC8000GPSANDASYN051113-16893-00000000,1357052130,262144,0,1065,114.379078,30.481616
10035,14,武昌区,1065,MMC8000GPSANDASYN051113-16893-00000000,1357054390,0,262144,1066,114.355663,30.584533
10110,14,武昌区,1065,MMC8000GPSANDASYN051113-16893-00000000,1357054500,262144,0,1066,114.35681,30.584628
8719,14,武昌区,1066,MMC8000GPSANDASYN051113-16893-00000000,1357054740,0,262144,1067,114.35922,30.574168
7837,14,武昌区,1066,MMC8000GPSANDASYN051113-16893-00000000,1357055090,262144,0,1067,114.35827,30.566208
9624,17,硚口区,1067,MMC8000GPSANDASYN051113-16902-00000000,1356969900,0,262144,1068,114.285291,30.581573
9675,17,硚口区,1067,MMC8000GPSANDASYN051113-16902-00000000,1356969940,262144,0,1068,114.285291,30.581573
3813,12,洪山区,1068,MMC8000GPSANDASYN051113-16902-00000000,1356971700,0,262144,1069,114.345858,30.524465
4324,14,武昌区,1068,MMC8000GPSANDASYN051113-16902-00000000,1356972010,262144,0,1069,114.338831,30.531863
15237,18,江汉区,1069,MMC8000GPSANDASYN051113-16902-00000000,1356973500,0,262144,1070,114.261833,30.627013
13669,18,江汉区,1069,MMC8000GPSANDASYN051113-16902-00000000,1356973830,262144,0,1070,114.265753,30.613403
14606,18,江汉区,1070,MMC8000GPSANDASYN051113-16902-00000000,1356974360,0,262144,1071,114.238805,30.62148
12019,18,江汉区,1070,MMC8000GPSANDASYN051113-16902-00000000,1356974820,262144,0,1071,114.257991,30.599773
1296,12,洪山区,1071,MMC8000GPSANDASYN051113-16902-00000000,1356976290,0,262144,1072,114.2768,30.490298
8796,17,硚口区,1071,MMC8000GPSANDASYN051113-16902-00000000,1356978140,262144,0,1072,114.263508,30.574888
12872,18,江汉区,1072,MMC8000GPSANDASYN051113-16902-00000000,1356979820,0,262144,1073,114.181486,30.609505
16055,18,江汉区,1072,MMC8000GPSANDASYN051113-16902-00000000,1356993540,262144,0,1073,114.260118,30.633123
8537,17,硚口区,1073,MMC8000GPSANDASYN051113-16902-00000000,1356994800,0,262144,1074,114.277065,30.57221
8469,17,硚口区,1073,MMC8000GPSANDASYN051113-16902-00000000,1356994980,262144,0,1074,114.277035,30.571953
15064,18,江汉区,1074,MMC8000GPSANDASYN051113-16902-00000000,1356996280,0,262144,1075,114.25291,30.625241
15623,18,江汉区,1074,MMC8000GPSANDASYN051113-16902-00000000,1356996430,262144,0,1075,114.25684,30.628453
16344,19,江岸区,1075,MMC8000GPSANDASYN051113-16902-00000000,1356997140,0,262144,1076,114.284018,30.642196
16169,19,江岸区,1075,MMC8000GPSANDASYN051113-16902-00000000,1356998160,262144,0,1076,114.263473,30.635273
16698,19,江岸区,1076,MMC8000GPSANDASYN051113-16902-00000000,1356998690,0,262144,1077,114.287006,30.648623
16747,19,江岸区,1076,MMC8000GPSANDASYN051113-16902-00000000,1356998800,262144,0,1077,114.284468,30.645418
17197,19,江岸区,1077,MMC8000GPSANDASYN051113-16902-00000000,1356999460,0,262144,1078,114.274266,30.666751
16810,19,江岸区,1077,MMC8000GPSANDASYN051113-16902-00000000,1356999940,262144,0,1078,114.2747,30.646286
8341,16,汉阳区,1078,MMC8000GPSANDASYN051113-16902-00000000,1357000900,0,262144,1079,114.207243,30.570726
8301,16,汉阳区,1078,MMC8000GPSANDASYN051113-16902-00000000,1357000950,262144,0,1079,114.207243,30.570726
4709,14,武昌区,1079,MMC8000GPSANDASYN051113-16902-00000000,1357002620,0,262144,1080,114.310281,30.532758
3520,14,武昌区,1079,MMC8000GPSANDASYN051113-16902-00000000,1357003390,262144,0,1080,114.299781,30.523851
4286,14,武昌区,1080,MMC8000GPSANDASYN051113-16902-00000000,1357003580,0,262144,1081,114.292225,30.529536
4043,14,武昌区,1080,MMC8000GPSANDASYN051113-16902-00000000,1357003600,262144,0,1081,114.292225,30.529536
5016,14,武昌区,1081,MMC8000GPSANDASYN051113-16902-00000000,1357004100,0,262144,1082,114.304461,30.535926
4824,14,武昌区,1081,MMC8000GPSANDASYN051113-16902-00000000,1357004210,262144,0,1082,114.299935,30.536646
6315,14,武昌区,1082,MMC8000GPSANDASYN051113-16902-00000000,1357005050,0,262144,1083,114.304206,30.549986
6305,14,武昌区,1082,MMC8000GPSANDASYN051113-16902-00000000,1357005190,262144,0,1083,114.296085,30.5514
3139,12,洪山区,1083,MMC8000GPSANDASYN051113-16902-00000000,1357006440,0,262144,1084,114.3108,30.515268
3140,14,武昌区,1083,MMC8000GPSANDASYN051113-16902-00000000,1357006550,262144,0,1084,114.313403,30.519141
7748,12,洪山区,1084,MMC8000GPSANDASYN051113-16902-00000000,1357007900,0,262144,1085,114.36336,30.564963
7720,12,洪山区,1084,MMC8000GPSANDASYN051113-16902-00000000,1357007950,262144,0,1085,114.36336,30.564963
6159,14,武昌区,1085,MMC8000GPSANDASYN051113-16902-00000000,1357009420,0,262144,1086,114.287873,30.548751
6476,14,武昌区,1085,MMC8000GPSANDASYN051113-16902-00000000,1357009560,262144,0,1086,114.289366,30.552306
6169,14,武昌区,1086,MMC8000GPSANDASYN051113-16902-00000000,1357009860,0,262144,1087,114.293376,30.548796
11740,14,武昌区,1086,MMC8000GPSANDASYN051113-16902-00000000,1357011640,262144,0,1087,114.33251,30.59711
12410,14,武昌区,1087,MMC8000GPSANDASYN051113-16902-00000000,1357011840,0,262144,1088,114.341411,30.605773
7250,16,汉阳区,1087,MMC8000GPSANDASYN051113-16906-00000000,1356969640,262144,0,1088,114.279665,30.559635
10725,17,硚口区,1088,MMC8000GPSANDASYN051113-16906-00000000,1356970450,0,262144,1089,114.226183,30.58976
7381,16,汉阳区,1088,MMC8000GPSANDASYN051113-16906-00000000,1356973030,262144,0,1089,114.217111,30.56091
4332,16,汉阳区,1089,MMC8000GPSANDASYN051113-16906-00000000,1356973870,0,262144,1090,114.25298,30.530081
5540,16,汉阳区,1089,MMC8000GPSANDASYN051113-16906-00000000,1356974090,262144,0,1090,114.261146,30.54432
3834,16,汉阳区,1090,MMC8000GPSANDASYN051113-16906-00000000,1356974480,0,262144,1091,114.245165,30.524678
5621,16,汉阳区,1090,MMC8000GPSANDASYN051113-16906-00000000,1356975020,262144,0,1091,114.261828,30.545418
5039,14,武昌区,1091,MMC8000GPSANDASYN051113-16906-00000000,1356976150,0,262144,1092,114.350105,30.53634
5826,14,武昌区,1091,MMC8000GPSANDASYN051113-16906-00000000,1356976800,262144,0,1092,114.327283,30.547093
6014,14,武昌区,1092,MMC8000GPSANDASYN051113-16906-00000000,1356976970,0,262144,1093,114.313023,30.547688
5885,14,武昌区,1092,MMC8000GPSANDASYN051113-16906-00000000,1356977030,262144,0,1093,114.313023,30.547688
5211,14,武昌区,1093,MMC8000GPSANDASYN051113-16906-00000000,1356977330,0,262144,1094,114.314953,30.538303
6985,16,汉阳区,1093,MMC8000GPSANDASYN051113-16906-00000000,1356978350,262144,0,1094,114.260026,30.556856
6039,16,汉阳区,1094,MMC8000GPSANDASYN051113-16906-00000000,1356978590,0,262144,1095,114.242896,30.54791
4589,16,汉阳区,1094,MMC8000GPSANDASYN051113-16906-00000000,1356978780,262144,0,1095,114.242315,30.534238
7276,16,汉阳区,1095,MMC8000GPSANDASYN051113-16906-00000000,1356979240,0,262144,1096,114.22439,30.559543
7264,16,汉阳区,1095,MMC8000GPSANDASYN051113-16906-00000000,1356979310,262144,0,1096,114.222195,30.559785
7469,16,汉阳区,1096,MMC8000GPSANDASYN051113-16906-00000000,1356980250,0,262144,1097,114.140905,30.56129
7914,16,汉阳区,1096,MMC8000GPSANDASYN051113-16906-00000000,1356980520,262144,0,1097,114.169833,30.566973
6929,16,汉阳区,1097,MMC8000GPSANDASYN051113-16906-00000000,1356981410,0,262144,1098,114.252895,30.555265
7108,16,汉阳区,1097,MMC8000GPSANDASYN051113-16906-00000000,1356987200,262144,0,1098,114.231313,30.55814
7414,16,汉阳区,1098,MMC8000GPSANDASYN051113-16906-00000000,1356987420,0,262144,1099,114.211133,30.56083
7017,16,汉阳区,1098,MMC8000GPSANDASYN051113-16906-00000000,1356988650,262144,0,1099,114.237701,30.557288
8468,17,硚口区,1099,MMC8000GPSANDASYN051113-16906-00000000,1356989020,0,262144,1100,114.26245,30.571831
8444,17,硚口区,1099,MMC8000GPSANDASYN051113-16906-00000000,1356989040,262144,0,1100,114.26245,30.571831
5283,14,武昌区,1100,MMC8000GPSANDASYN051113-16906-00000000,1356989610,0,262144,1101,114.298693,30.53892
5220,14,武昌区,1100,MMC8000GPSANDASYN051113-16906-00000000,1356989710,262144,0,1101,114.298718,30.541558
6993,14,武昌区,1101,MMC8000GPSANDASYN051113-16906-00000000,1356990160,0,262144,1102,114.310203,30.555898
6734,14,武昌区,1101,MMC8000GPSANDASYN051113-16906-00000000,1356990230,262144,0,1102,114.311871,30.554148
1843,12,洪山区,1102,MMC8000GPSANDASYN051113-16906-00000000,1356991410,0,262144,1103,114.416005,30.5028
1979,12,洪山区,1102,MMC8000GPSANDASYN051113-16906-00000000,1356991770,262144,0,1103,114.393933,30.507606
2223,12,洪山区,1103,MMC8000GPSANDASYN051113-16906-00000000,1356992000,0,262144,1104,114.380478,30.507383
1892,12,洪山区,1103,MMC8000GPSANDASYN051113-16906-00000000,1356992040,262144,0,1104,114.38455,30.507303
7066,14,武昌区,1104,MMC8000GPSANDASYN051113-16906-00000000,1356992990,0,262144,1105,114.330641,30.556778
5904,14,武昌区,1104,MMC8000GPSANDASYN051113-16906-00000000,1356993330,262144,0,1105,114.313065,30.547796
5419,14,武昌区,1105,MMC8000GPSANDASYN051113-16906-00000000,1356993670,0,262144,1106,114.317375,30.540633
5520,14,武昌区,1105,MMC8000GPSANDASYN051113-16906-00000000,1356993880,262144,0,1106,114.32961,30.543905
4863,14,武昌区,1106,MMC8000GPSANDASYN051113-16906-00000000,1356994400,0,262144,1107,114.311276,30.534001
3829,14,武昌区,1106,MMC8000GPSANDASYN051113-16906-00000000,1356995530,262144,0,1107,114.301643,30.527663
5321,14,武昌区,1107,MMC8000GPSANDASYN051113-16906-00000000,1356995990,0,262144,1108,114.327351,30.539378
5076,14,武昌区,1107,MMC8000GPSANDASYN051113-16906-00000000,1356996010,262144,0,1108,114.327403,30.539556
11906,19,江岸区,1108,MMC8000GPSANDASYN051113-16906-00000000,1356996850,0,262144,1109,114.30354,30.600528
12388,19,江岸区,1108,MMC8000GPSANDASYN051113-16906-00000000,1356997120,262144,0,1109,114.290926,30.60361
13364,18,江汉区,1109,MMC8000GPSANDASYN051113-16906-00000000,1356997380,0,262144,1110,114.276036,30.613041
13608,18,江汉区,1109,MMC8000GPSANDASYN051113-16906-00000000,1356997400,262144,0,1110,114.276036,30.613041
10090,18,江汉区,1110,MMC8000GPSANDASYN051113-16906-00000000,1356998080,0,262144,1111,114.288271,30.584971
13227,19,江岸区,1110,MMC8000GPSANDASYN051113-16906-00000000,1356998840,262144,0,1111,114.280685,30.610408
9084,17,硚口区,1111,MMC8000GPSANDASYN051113-16906-00000000,1356999800,0,262144,1112,114.248488,30.577501
8814,17,硚口区,1111,MMC8000GPSANDASYN051113-16906-00000000,1356999870,262144,0,1112,114.248423,30.575043
7058,14,武昌区,1112,MMC8000GPSANDASYN051113-16906-00000000,1357001750,0,262144,1113,114.29267,30.556568
7036,14,武昌区,1112,MMC8000GPSANDASYN051113-16906-00000000,1357001920,262144,0,1113,114.297768,30.557443
5883,14,武昌区,1113,MMC8000GPSANDASYN051113-16906-00000000,1357003730,0,262144,1114,114.318531,30.546318
6247,14,武昌区,1113,MMC8000GPSANDASYN051113-16906-00000000,1357004100,262144,0,1114,114.338665,30.550771
6262,14,武昌区,1114,MMC8000GPSANDASYN051113-16906-00000000,1357004880,0,262144,1115,114.290856,30.549508
5329,14,武昌区,1114,MMC8000GPSANDASYN051113-16906-00000000,1357005210,262144,0,1115,114.2944,30.542351
11691,18,江汉区,1115,MMC8000GPSANDASYN051113-16906-00000000,1357006380,0,262144,1116,114.276248,30.598333
12362,18,江汉区,1115,MMC8000GPSANDASYN051113-16906-00000000,1357006640,262144,0,1116,114.275458,30.603338
6785,16,汉阳区,1116,MMC8000GPSANDASYN051113-16906-00000000,1357007750,0,262144,1117,114.264841,30.554115
6618,16,汉阳区,1116,MMC8000GPSANDASYN051113-16906-00000000,1357008200,262144,0,1117,114.249473,30.553166
7155,16,汉阳区,1117,MMC8000GPSANDASYN051113-16906-00000000,1357009030,0,262144,1118,114.21392,30.55804
7100,16,汉阳区,1117,MMC8000GPSANDASYN051113-16906-00000000,1357009150,262144,0,1118,114.21392,30.55804
9891,17,硚口区,1118,MMC8000GPSANDASYN051113-16906-00000000,1357010220,0,262144,1119,114.26451,30.583465
9949,17,硚口区,1118,MMC8000GPSANDASYN051113-16906-00000000,1357010250,262144,0,1119,114.26451,30.583465
8755,17,硚口区,1119,MMC8000GPSANDASYN051113-16906-00000000,1357010680,0,262144,1120,114.270686,30.574386
8705,17,硚口区,1119,MMC8000GPSANDASYN051113-16906-00000000,1357010720,262144,0,1120,114.270376,30.574231
4505,14,武昌区,1120,MMC8000GPSANDASYN051113-16906-00000000,1357012190,0,262144,1121,114.338126,30.531365
5037,14,武昌区,1120,MMC8000GPSANDASYN051113-16906-00000000,1357012800,262144,0,1121,114.321265,30.538966
6093,14,武昌区,1121,MMC8000GPSANDASYN051113-16906-00000000,1357013500,0,262144,1122,114.294573,30.548321
5990,14,武昌区,1121,MMC8000GPSANDASYN051113-16906-00000000,1357013550,262144,0,1122,114.294566,30.548325
6061,14,武昌区,1122,MMC8000GPSANDASYN051113-16906-00000000,1357013570,0,262144,1123,114.29817,30.548098
7001,16,汉阳区,1122,MMC8000GPSANDASYN051113-16906-00000000,1357014300,262144,0,1123,114.272418,30.557061
6136,16,汉阳区,1123,MMC8000GPSANDASYN051113-16906-00000000,1357014860,0,262144,1124,114.25575,30.548555
6341,16,汉阳区,1123,MMC8000GPSANDASYN051113-16906-00000000,1357016210,262144,0,1124,114.237706,30.551818
6996,16,汉阳区,1124,MMC8000GPSANDASYN051113-16906-00000000,1357016790,0,262144,1125,114.205668,30.555921
7276,16,汉阳区,1124,MMC8000GPSANDASYN051113-16906-00000000,1357018940,262144,0,1125,114.204188,30.559878
8019,16,汉阳区,1125,MMC8000GPSANDASYN051113-16906-00000000,1357019440,0,262144,1126,114.229706,30.567721
7295,16,汉阳区,1125,MMC8000GPSANDASYN051113-16906-00000000,1357019710,262144,0,1126,114.222168,30.559993
7259,16,汉阳区,1126,MMC8000GPSANDASYN051113-16906-00000000,1357020240,0,262144,1127,114.202381,30.559363
7319,16,汉阳区,1126,MMC8000GPSANDASYN051113-16906-00000000,1357020370,262144,0,1127,114.20317,30.560186
13902,18,江汉区,1127,MMC8000GPSANDASYN051113-16906-00000000,1357021220,0,262144,1128,114.251085,30.616706
12409,18,江汉区,1127,MMC8000GPSANDASYN051113-16906-00000000,1357021470,262144,0,1128,114.257513,30.603796
10832,14,武昌区,1128,MMC8000GPSANDASYN051113-16906-00000000,1357022790,0,262144,1129,114.335736,30.59063
10932,14,武昌区,1128,MMC8000GPSANDASYN051113-16906-00000000,1357022830,262144,0,1129,114.335736,30.59063
5250,14,武昌区,1129,MMC8000GPSANDASYN051113-16906-00000000,1357023740,0,262144,1130,114.321356,30.538633
5460,14,武昌区,1129,MMC8000GPSANDASYN051113-16906-00000000,1357024240,262144,0,1130,114.304003,30.543066
10529,17,硚口区,1130,MMC8000GPSANDASYN051113-16906-00000000,1357025640,0,262144,1131,114.248388,30.587983
9614,17,硚口区,1130,MMC8000GPSANDASYN051113-16906-00000000,1357025990,262144,0,1131,114.247758,30.58098
10815,17,硚口区,1131,MMC8000GPSANDASYN051113-16906-00000000,1357026290,0,262144,1132,114.255245,30.590436
7453,16,汉阳区,1131,MMC8000GPSANDASYN051113-16906-00000000,1357027200,262144,0,1132,114.239268,30.561766
7386,16,汉阳区,1132,MMC8000GPSANDASYN051113-16906-00000000,1357027800,0,262144,1133,114.202746,30.56047
6837,16,汉阳区,1132,MMC8000GPSANDASYN051113-16906-00000000,1357029280,262144,0,1133,114.222815,30.55526
7332,16,汉阳区,1133,MMC8000GPSANDASYN051113-16906-00000000,1357029580,0,262144,1134,114.203793,30.56004
7303,16,汉阳区,1133,MMC8000GPSANDASYN051113-16906-00000000,1357029650,262144,0,1134,114.203793,30.56004
638,20,东西湖区,1134,MMC8000GPSANDASYN051113-16906-00000000,1357031070,0,262144,1135,114.119016,30.468911
671,20,东西湖区,1134,MMC8000GPSANDASYN051113-16906-00000000,1357031350,262144,0,1135,114.140535,30.479225
495,20,东西湖区,1135,MMC8000GPSANDASYN051113-16906-00000000,1357031890,0,262144,1136,114.187031,30.46364
3788,16,汉阳区,1135,MMC8000GPSANDASYN051113-16906-00000000,1357032580,262144,0,1136,114.238043,30.527353
6314,16,汉阳区,1136,MMC8000GPSANDASYN051113-16906-00000000,1357033160,0,262144,1137,114.269098,30.549986
6795,16,汉阳区,1136,MMC8000GPSANDASYN051113-16906-00000000,1357044990,262144,0,1137,114.226796,30.554716
6875,16,汉阳区,1137,MMC8000GPSANDASYN051113-16906-00000000,1357045020,0,262144,1138,114.226796,30.554716
9823,17,硚口区,1137,MMC8000GPSANDASYN051113-16907-00000000,1356969610,262144,0,1138,114.260971,30.582633
9342,17,硚口区,1138,MMC8000GPSANDASYN051113-16907-00000000,1356969830,0,262144,1139,114.262981,30.579485
9386,17,硚口区,1138,MMC8000GPSANDASYN051113-16907-00000000,1356969840,262144,0,1139,114.262981,30.579485
1855,20,东西湖区,1139,MMC8000GPSANDASYN051113-16907-00000000,1356971730,0,262144,1140,114.160161,30.502955
1635,20,东西湖区,1139,MMC8000GPSANDASYN051113-16907-00000000,1356971800,262144,0,1140,114.161586,30.503623
2367,20,东西湖区,1140,MMC8000GPSANDASYN051113-16907-00000000,1356971850,0,262144,1141,114.165158,30.50817
3418,20,东西湖区,1140,MMC8000GPSANDASYN051113-16907-00000000,1356972070,262144,0,1141,114.177263,30.522545
1551,12,洪山区,1141,MMC8000GPSANDASYN051113-16907-00000000,1356972960,0,262144,1142,114.28045,30.497906
939,12,洪山区,1141,MMC8000GPSANDASYN051113-16907-00000000,1356995470,262144,0,1142,114.272348,30.484788
4346,14,武昌区,1142,MMC8000GPSANDASYN051113-16907-00000000,1356996170,0,262144,1143,114.309428,30.53019
3735,14,武昌区,1142,MMC8000GPSANDASYN051113-16907-00000000,1356999280,262144,0,1143,114.304395,30.526838
7399,14,武昌区,1143,MMC8000GPSANDASYN051113-16907-00000000,1357000060,0,262144,1144,114.304696,30.5606
6758,14,武昌区,1143,MMC8000GPSANDASYN051113-16907-00000000,1357000240,262144,0,1144,114.311686,30.554358
4314,14,武昌区,1144,MMC8000GPSANDASYN051113-16907-00000000,1357001010,0,262144,1145,114.308815,30.529836
3824,14,武昌区,1144,MMC8000GPSANDASYN051113-16907-00000000,1357001150,262144,0,1145,114.301803,30.527618
4183,12,洪山区,1145,MMC8000GPSANDASYN051113-16907-00000000,1357002040,0,262144,1146,114.349463,30.528711
3399,12,洪山区,1145,MMC8000GPSANDASYN051113-16907-00000000,1357002330,262144,0,1146,114.362586,30.522363
3972,12,洪山区,1146,MMC8000GPSANDASYN051113-16907-00000000,1357002410,0,262144,1147,114.356533,30.526533
3699,12,洪山区,1146,MMC8000GPSANDASYN051113-16907-00000000,1357002420,262144,0,1147,114.356533,30.526533
119,15,江夏区,1147,MMC8000GPSANDASYN051113-16907-00000000,1357003590,0,262144,1148,114.30647,30.421785
151,15,江夏区,1147,MMC8000GPSANDASYN051113-16907-00000000,1357005460,262144,0,1148,114.302006,30.442058
2655,12,洪山区,1148,MMC8000GPSANDASYN051113-16907-00000000,1357007310,0,262144,1149,114.303823,30.509921
3435,14,武昌区,1148,MMC8000GPSANDASYN051113-16907-00000000,1357007720,262144,0,1149,114.303255,30.522733
12654,14,武昌区,1149,MMC8000GPSANDASYN051113-16907-00000000,1357009750,0,262144,1150,114.344518,30.608245
12864,14,武昌区,1149,MMC8000GPSANDASYN051113-16907-00000000,1357009820,262144,0,1150,114.344518,30.608248
6719,16,汉阳区,1150,MMC8000GPSANDASYN051113-16907-00000000,1357013750,0,262144,1151,114.223475,30.553491
6678,16,汉阳区,1150,MMC8000GPSANDASYN051113-16907-00000000,1357017100,262144,0,1151,114.243838,30.553813
6820,16,汉阳区,1151,MMC8000GPSANDASYN051113-16907-00000000,1357017960,0,262144,1152,114.229245,30.554368
6648,16,汉阳区,1151,MMC8000GPSANDASYN051113-16907-00000000,1357018040,262144,0,1152,114.232478,30.553566
5388,16,汉阳区,1152,MMC8000GPSANDASYN051113-16907-00000000,1357018600,0,262144,1153,114.249745,30.540286
3522,14,武昌区,1152,MMC8000GPSANDASYN051113-16907-00000000,1357025170,262144,0,1153,114.320216,30.523866
3900,14,武昌区,1153,MMC8000GPSANDASYN051113-16907-00000000,1357025250,0,262144,1154,114.323288,30.525525
3640,14,武昌区,1153,MMC8000GPSANDASYN051113-16907-00000000,1357025250,262144,0,1154,114.323288,30.525525
3411,12,洪山区,1154,MMC8000GPSANDASYN051113-16907-00000000,1357025630,0,262144,1155,114.332408,30.51944
3940,14,武昌区,1154,MMC8000GPSANDASYN051113-16907-00000000,1357026930,262144,0,1155,114.317006,30.528708
4083,12,洪山区,1155,MMC8000GPSANDASYN051113-16907-00000000,1357027970,0,262144,1156,114.35192,30.527695
3832,12,洪山区,1155,MMC8000GPSANDASYN051113-16907-00000000,1357028010,262144,0,1156,114.35192,30.527695
267,15,江夏区,1156,MMC8000GPSANDASYN051113-16907-00000000,1357031200,0,262144,1157,114.415766,30.44492
2167,12,洪山区,1156,MMC8000GPSANDASYN051113-16907-00000000,1357036820,262144,0,1157,114.308523,30.508686
8602,16,汉阳区,1157,MMC8000GPSANDASYN051113-16907-00000000,1357039410,0,262144,1158,114.207058,30.572968
8613,16,汉阳区,1157,MMC8000GPSANDASYN051113-16907-00000000,1357039450,262144,0,1158,114.20636,30.573158
7796,16,汉阳区,1158,MMC8000GPSANDASYN051113-16907-00000000,1357040260,0,262144,1159,114.18747,30.565283
7802,16,汉阳区,1158,MMC8000GPSANDASYN051113-16907-00000000,1357040790,262144,0,1159,114.201148,30.565836
8643,17,硚口区,1159,MMC8000GPSANDASYN051113-16907-00000000,1357042630,0,262144,1160,114.268816,30.573443
8633,17,硚口区,1159,MMC8000GPSANDASYN051113-16907-00000000,1357042700,262144,0,1160,114.268816,30.573443
11330,18,江汉区,1160,MMC8000GPSANDASYN051113-16907-00000000,1357043850,0,262144,1161,114.275201,30.594858
11679,18,江汉区,1160,MMC8000GPSANDASYN051113-16907-00000000,1357044020,262144,0,1161,114.27775,30.596673
9340,17,硚口区,1161,MMC8000GPSANDASYN051113-16907-00000000,1357045210,0,262144,1162,114.268341,30.579473
8782,17,硚口区,1161,MMC8000GPSANDASYN051113-16907-00000000,1357045410,262144,0,1162,114.270711,30.574698
8733,17,硚口区,1162,MMC8000GPSANDASYN051113-16907-00000000,1357046190,0,262144,1163,114.246153,30.574285
9118,17,硚口区,1162,MMC8000GPSANDASYN051113-16907-00000000,1357046260,262144,0,1163,114.246471,30.5778
10592,18,江汉区,1163,MMC8000GPSANDASYN051113-16907-00000000,1357046950,0,262144,1164,114.288916,30.588446
9701,17,硚口区,1163,MMC8000GPSANDASYN051113-16907-00000000,1357047350,262144,0,1164,114.285196,30.581731
